,0
PMC7157541,"['In previous betacoronavirus epidemics, several antiviral drugs, such as ribavirin, interferon, lopinavir-ritonavir, and darunavir/cobicistat (prezcobix) were tested, with some showing promising in vitro results [53].', 'There is currently in vitro evidence that remdesivir may be effective in controlling SARS-CoV-2 infection [56].', 'In fact, compassionate use of remdesivir was employed in the treatment of the first COVID-19 case in the United States, during a period of rapid clinical deterioration, and within one day there was dramatic improvement of the clinical condition [57].', 'Randomized double-blinded, placebo-controlled clinical trials are currently underway in China and USA to evaluate the efficacy of remdesivir and initial results are expected by the end of April 2020 [58,59].', 'There is also in vitro evidence that chloroquine may be effective in preventing SARS-CoV-2 cellular entry [56].', 'Camostat mesylate, also known as FOY 305 [61], was initially developed and currently approved for the treatment of chronic pancreatitis in Japan [62,63].', 'Researchers in Germany showed that camostat mesylate reduced the amount of SARS-CoV-2 viral replication [64].']"
PMC7157945,"['Among the drugs currently tested in vitro and in vivo, remdesivir, ribavirin, chloroquine (CQ) and hydroxychloroquine (HCQ) have shown promising clinical results in inhibiting the viral replication of SARS-CoV-2 (Zhang et al.', 'Pharmacological, therapeutic, and toxicological properties of chloroquine and hydroxychloroquineGeneral aspects to be considered for prophylaxis or treatment of COVID-19 using CQ and HCQ are summarized in Figure 1.', 'Figure 1(a) emphasizes the physicochemical properties of chloroquine (CQ) and hydroxychloroquine (HCQ).']"
PMC7157948,"['In the treatment of uterine contraction fatigue, carbetocin or carboprost tromethamine was used more in CS for infected pregnant mothers compared to healthy mothers.']"
PMC7157950,"['37Altogether these observations in turn led to the current suggestion of dapsone as treatment adjunct in ARDS.Neutrophil infiltration of alveoli is present in ARDS related Coronavirus infections CoV (SARS-CoV) and Middle East respiratory syndrome CoV (MERS-CoV).39 It is probable but unproven if this is also true in COVID19 related ARDS.', 'Given the severity of the current worldwide crisis with COVID19, early upon diagnosis with symptoms might be best if research indeed shows dapsone can mitigate ARDS severity.', 'Cimetidine should be given with dapsone and methemoglobinemia must be frequently checked if dapsone is tried.']"
PMC7157951,"['Of note, blood abnormalities, including hypoalbuminemia, the low number of lymphocytes, low percent of neutrophils, and high level of lactate dehydrogenase (LDH), Angiotensin II, and C-reactive protein (CRP), were associated with the severity of lung injury.', 'However, patients can be given a variety of medicines and supplementations that improve immune responses, including metformin, glitazones, fibrates, sartans, and atorvastin.', 'An in vitro study testing the effects of seven drugs on the infection rate of the COVID-19 reported that chloroquine, an anti-malarial agent, and remdesivir, an anti-Ebola drug, effectively inhibited the 2019-nCoV infection [32].', 'It was strengthened by evidence that remdesivir was successful in both preventing and controlling MERS-CoV-induced clinical disease in nonhuman primates [33].']"
PMC7157960,"['However, doctors from the Chinese Thoracic Society have recommended the application of corticosteroids to critically ill patients with SARS-CoV-2 pneumonia with a low to moderate dose (≤0.5–1 mg/kg per day methylprednisolone or equivalent) for short term (<7 days) (Zhao et al.', 'Reservoir for SARS-CoV-2 ::: Factors influencing endemicity of novel corona virusThe transmission dynamics of infectious diseases critically depend on reservoir hosts, which can sustain the pathogen with a moderate or asymptomatic infection in the population, even in the presence of resistance from primary hosts.', 'The virus may adapt itself to produce infection within the recovered population in future to sustain its presence in the environment.']"
PMC7158591,"['for a study in Shanghai, China, and they also improved with a combined therapy of lopinavir and ritonavir [20].']"
PMC7161085,"['Finally, colchicine is another existing drug that could inhibit both neutrophil recruitment to sites of inflammation and the secretion of IL1β, and trials using colchicine in COVID-19 are underway (ClinicalTrials.gov identifiers: NCT04326790, NCT04328480, NCT04322565, NCT04322682).', 'Trials are now being launched to test the efficacy of anakinra in COVID-19 (ClinicalTrials.gov identifiers: NCT04324021, NCT04330638, NCT02735707).', 'Dornase alfa, sivelestat, and anakinra have excellent safety profiles.']"
PMC7161343,"['::: DiscussionAIFA has also authorized 2 additional trials: the first trial is the combination of emapalumab, monoclonal antibody anti-gamma interferon with Anakinra, an IL-1 antagonist; in the second trial Sarilumab, an IL6 antagonist, will be used10.In vitro studies have shown that nitric oxide (NO) inhibits the replication of SARS-CoV-2.']"
PMC7161433,"['Classical assessment of AKI is still based on serum creatinine and urine output, but they represent only indicators of established kidney damage.', 'A positive test suggesting a high risk of developing AKI may require an early nephrology consultation [7], the close monitoring of creatinine and urine output, the optimization of volume and hemodynamic status, the avoidance of iodinated contrast procedures when possible and the use of nephrotoxic drugs (e.g., aminoglycosides, ACE inhibitors, NSAIDs), or the close monitoring of drug levels (vancomycin) [7–14].']"
PMC7161957,"['[10] Furthermore, the serine protease for virus Spike (S) protein priming, TMPRSS2, was identified to be indispensable for cell entry of SARS-CoV-2.']"
PMC7162686,"['50 The coronavirus on inanimate surfaces could be efficiently inactivated by 0.1% sodium hypochlorite, 62–71% ethanol, or 0.5% hydrogen peroxide within 1 min as summarized in the literature.']"
PMC7163165,"['At that time, our hospital’s procedures required the opinion of an infectious disease specialists before requesting a nasopharyngeal swab for the detection of SARS-CoV-2.Following his advice, we substituted amikacin with piperacillin/tazobactam (4/0.5 g three times a day) repeated blood culture and performed nasopharyngeal swabs for the detection of Influenza A virus, Influenza B virus and SARS-CoV-2, using reverse transcriptase–polymerase chain reaction (RT-PCR) assays.', 'After SARS-CoV-2 was detected, the patient was transferred to the infectious disease unit of our hospital and antiviral therapy with Lopinavir/Ritonavir (400/100 mg twice a day) associated with hydroxychloroquine (200 mg twice a day) was promptly started.', 'Vancomycin therapy was suspended while piperacillin/tazobactam was continued to guarantee coverage against bacterial infections.', 'The same study found also that age and lymphopenia along with leukocytosis, elevated ALT, lactate dehydrogenase, high-sensitivity cardiac troponin I, creatine kinase, d-dimer, serum ferritin, IL-6, prothrombin time, creatinine, and procalcitonin were also associated with in-hospital death.']"
PMC7163230,"['13 Regarding RAS activity, aging is associated with activation of RAS,14 and testosterone in males is thought to increase renin levels.']"
PMC7164327,"['Medical staffs are prohibited from traveling overseas, even for conferences, to minimize the spread of COVID-19.SNUH and the National Institutes of Health conducted a clinical trial of remdesivir (a novel antiviral drug in the class of nucleotide analogs) to treat COVID-19 on March 9.']"
PMC7164392,"['Nsp12 is thereforeconsidered a primary target for nucleotide analog antiviral inhibitors such as remdesivir,which shows potential for the treatment of COVID-19 viral infections (7, 8).', 'Given that remdesivir and sofosbuvir are both nucleotide analogs and thestructural conservation of the catalytic site between COVID-19 virus nsp12 and HCV ns5bpolymerase (13, 16) (fig.', 'S7), we modeled remdesivir diphosphate bindingto COVID-19 virus nsp12 based on superposition with sofosbuvir bound to HCV ns5b (Fig.', 'In the structures of HCV ns5b elongation complex orits complex with pp-sofosbuvir, a key feature is that the incorporated pp-sofosbuvir interactswith N291 (equivalent to N691 in COVID-19 virus) but, due to a fluorine substitution on itssugar moiety, is not capable to joint into the hydrogen bonding network with S282 and D225(Fig.', 'In addition, T680 in COVID-19 virus nsp12 is also likely toform hydrogen bonds with the 2’ hydroxyl of Remdesivir and of course with incomingnatural NTP (Fig.', 'The viral polymerase nsp12 looks an excellent targetfor new therapeutics, especially given that lead inhibitors already exist in the form ofcompounds such as Remdesivir.']"
